id,make_model_trim_id,engine_type,fuel_type,cylinders,size,horsepower_hp,horsepower_rpm,torque_ft_lbs,torque_rpm,valves,valve_timing,cam_type,drive_type,transmission,make_model_trim
821,821,gas,premium unleaded (recommended),I4,2.0,228,5000.0,258.0,1450.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,"{'id': 821, 'make_model_id': 16, 'year': 2022, 'name': 'sDrive28i', 'description': 'sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A)', 'msrp': 36600, 'invoice': 34540, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 16, 'make_id': 3, 'name': 'X2', 'make': {'id': 3, 'name': 'BMW'}}}"
822,822,gas,premium unleaded (recommended),I4,2.0,248,5200.0,258.0,1450.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 822, 'make_model_id': 148, 'year': 2022, 'name': 'sDrive30i', 'description': 'sDrive30i 4dr SUV (2.0L 4cyl Turbo 8A)', 'msrp': 43700, 'invoice': 41140, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 148, 'make_id': 3, 'name': 'X3', 'make': {'id': 3, 'name': 'BMW'}}}"
823,823,gas,premium unleaded (recommended),I4,2.0,248,5200.0,258.0,1450.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 823, 'make_model_id': 148, 'year': 2022, 'name': 'xDrive30i', 'description': 'xDrive30i 4dr SUV AWD (2.0L 4cyl Turbo 8A)', 'msrp': 45700, 'invoice': 43000, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 148, 'make_id': 3, 'name': 'X3', 'make': {'id': 3, 'name': 'BMW'}}}"
824,824,mild hybrid,premium unleaded (recommended),I6,5.0,382,5800.0,369.0,1800.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 824, 'make_model_id': 148, 'year': 2022, 'name': 'M40i', 'description': 'M40i 4dr SUV AWD (3.0L 6cyl Turbo gas/electric hybrid 8A)', 'msrp': 57800, 'invoice': 54255, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 148, 'make_id': 3, 'name': 'X3', 'make': {'id': 3, 'name': 'BMW'}}}"
825,825,gas,premium unleaded (required),I6,3.0,473,6250.0,457.0,2750.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 825, 'make_model_id': 148, 'year': 2022, 'name': 'M', 'description': 'M 4dr SUV AWD (3.0L 6cyl Turbo 8A)', 'msrp': 70100, 'invoice': 65695, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 148, 'make_id': 3, 'name': 'X3', 'make': {'id': 3, 'name': 'BMW'}}}"
826,826,gas,premium unleaded (recommended),I4,2.0,248,5200.0,258.0,1450.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 826, 'make_model_id': 149, 'year': 2022, 'name': 'xDrive30i', 'description': 'xDrive30i 4dr SUV AWD (2.0L 4cyl Turbo 8A)', 'msrp': 51800, 'invoice': 48675, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 149, 'make_id': 3, 'name': 'X4', 'make': {'id': 3, 'name': 'BMW'}}}"
827,827,mild hybrid,premium unleaded (recommended),I6,5.0,382,5800.0,369.0,1800.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 827, 'make_model_id': 149, 'year': 2022, 'name': 'M40i', 'description': 'M40i 4dr SUV AWD (3.0L 6cyl Turbo gas/electric hybrid 8A)', 'msrp': 62400, 'invoice': 58530, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 149, 'make_id': 3, 'name': 'X4', 'make': {'id': 3, 'name': 'BMW'}}}"
828,828,gas,premium unleaded (required),I6,3.0,473,6250.0,457.0,2750.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 828, 'make_model_id': 149, 'year': 2022, 'name': 'M', 'description': 'M 4dr SUV AWD (3.0L 6cyl Turbo 8A)', 'msrp': 73600, 'invoice': 68950, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 149, 'make_id': 3, 'name': 'X4', 'make': {'id': 3, 'name': 'BMW'}}}"
829,829,mild hybrid,premium unleaded (required),I6,5.0,335,5500.0,331.0,1500.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 829, 'make_model_id': 150, 'year': 2022, 'name': 'sDrive40i', 'description': 'sDrive40i 4dr SUV (3.0L 6cyl Turbo gas/electric hybrid 8A)', 'msrp': 60600, 'invoice': 56860, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 150, 'make_id': 3, 'name': 'X5', 'make': {'id': 3, 'name': 'BMW'}}}"
830,830,plug-in hybrid,premium unleaded (required),I6,5.0,389,,443.0,,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 830, 'make_model_id': 150, 'year': 2022, 'name': 'xDrive45e', 'description': 'xDrive45e 4dr SUV AWD (3.0L 6cyl Turbo gas/electric hybrid 8A)', 'msrp': 63700, 'invoice': 59740, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 150, 'make_id': 3, 'name': 'X5', 'make': {'id': 3, 'name': 'BMW'}}}"
831,831,mild hybrid,premium unleaded (required),I6,5.0,335,5500.0,331.0,1500.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 831, 'make_model_id': 150, 'year': 2022, 'name': 'xDrive40i', 'description': 'xDrive40i 4dr SUV AWD (3.0L 6cyl Turbo gas/electric hybrid 8A)', 'msrp': 62900, 'invoice': 58995, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 150, 'make_id': 3, 'name': 'X5', 'make': {'id': 3, 'name': 'BMW'}}}"
832,832,gas,premium unleaded (required),V8,4.4,523,5500.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 832, 'make_model_id': 150, 'year': 2022, 'name': 'M50i', 'description': 'M50i 4dr SUV AWD (4.4L 8cyl Turbo 8A)', 'msrp': 82800, 'invoice': 77505, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 150, 'make_id': 3, 'name': 'X5', 'make': {'id': 3, 'name': 'BMW'}}}"
833,833,gas,premium unleaded (required),V8,4.4,600,6000.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 833, 'make_model_id': 150, 'year': 2022, 'name': 'M', 'description': 'M 4dr SUV AWD (4.4L 8cyl Turbo 8A)', 'msrp': 106100, 'invoice': 99175, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 150, 'make_id': 3, 'name': 'X5', 'make': {'id': 3, 'name': 'BMW'}}}"
834,834,mild hybrid,premium unleaded (recommended),I6,5.0,335,5500.0,331.0,1500.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 834, 'make_model_id': 151, 'year': 2022, 'name': 'xDrive40i', 'description': 'xDrive40i 4dr SUV AWD (3.0L 6cyl Turbo gas/electric hybrid 8A)', 'msrp': 67350, 'invoice': 63135, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 151, 'make_id': 3, 'name': 'X6', 'make': {'id': 3, 'name': 'BMW'}}}"
835,835,gas,premium unleaded (recommended),V8,4.4,523,5500.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 835, 'make_model_id': 151, 'year': 2022, 'name': 'M50i', 'description': 'M50i 4dr SUV AWD (4.4L 8cyl Turbo 8A)', 'msrp': 86250, 'invoice': 80715, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 151, 'make_id': 3, 'name': 'X6', 'make': {'id': 3, 'name': 'BMW'}}}"
836,836,gas,premium unleaded (required),V8,4.4,600,6000.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 836, 'make_model_id': 151, 'year': 2022, 'name': 'M', 'description': 'M 4dr SUV AWD (4.4L 8cyl Turbo 8A)', 'msrp': 109600, 'invoice': 102430, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 151, 'make_id': 3, 'name': 'X6', 'make': {'id': 3, 'name': 'BMW'}}}"
837,837,mild hybrid,premium unleaded (recommended),I6,5.0,335,5500.0,332.0,1500.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 837, 'make_model_id': 152, 'year': 2022, 'name': 'xDrive40i', 'description': 'xDrive40i 4dr SUV AWD (3.0L 6cyl Turbo gas/electric hybrid 8A)', 'msrp': 74900, 'invoice': 70155, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 152, 'make_id': 3, 'name': 'X7', 'make': {'id': 3, 'name': 'BMW'}}}"
838,838,gas,premium unleaded (recommended),V8,4.4,523,5500.0,553.0,1800.0,32.0,Variable,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,"{'id': 838, 'make_model_id': 152, 'year': 2022, 'name': 'M50i', 'description': 'M50i 4dr SUV AWD (4.4L 8cyl Turbo 8A)', 'msrp': 99800, 'invoice': 93315, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 152, 'make_id': 3, 'name': 'X7', 'make': {'id': 3, 'name': 'BMW'}}}"
839,839,gas,premium unleaded (recommended),I4,2.0,255,5000.0,294.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 839, 'make_model_id': 153, 'year': 2022, 'name': 'sDrive30i', 'description': 'sDrive30i 2dr Convertible (2.0L 4cyl Turbo 8A)', 'msrp': 49900, 'invoice': 46905, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 153, 'make_id': 3, 'name': 'Z4', 'make': {'id': 3, 'name': 'BMW'}}}"
840,840,gas,premium unleaded (recommended),I6,3.0,382,5800.0,368.0,1800.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 840, 'make_model_id': 153, 'year': 2022, 'name': 'sDrive M40i', 'description': 'sDrive M40i 2dr Convertible (3.0L 6cyl Turbo 8A)', 'msrp': 63700, 'invoice': 59740, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 153, 'make_id': 3, 'name': 'Z4', 'make': {'id': 3, 'name': 'BMW'}}}"
841,841,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 841, 'make_model_id': 17, 'year': 2022, 'name': 'Essence', 'description': 'Essence 4dr SUV (3.6L 6cyl 9A)', 'msrp': 42800, 'invoice': 40831, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
842,842,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 842, 'make_model_id': 17, 'year': 2022, 'name': 'Avenir', 'description': 'Avenir 4dr SUV AWD (3.6L 6cyl 9A)', 'msrp': 57100, 'invoice': 54473, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
843,843,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 843, 'make_model_id': 17, 'year': 2022, 'name': 'Premium', 'description': 'Premium 4dr SUV AWD (3.6L 6cyl 9A)', 'msrp': 51800, 'invoice': 49417, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
844,844,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 844, 'make_model_id': 17, 'year': 2022, 'name': 'Essence', 'description': 'Essence 4dr SUV AWD (3.6L 6cyl 9A)', 'msrp': 44800, 'invoice': 42739, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
845,845,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 845, 'make_model_id': 17, 'year': 2022, 'name': 'Premium', 'description': 'Premium 4dr SUV (3.6L 6cyl 9A)', 'msrp': 49800, 'invoice': 47509, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
846,846,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 846, 'make_model_id': 17, 'year': 2022, 'name': 'Avenir', 'description': 'Avenir 4dr SUV (3.6L 6cyl 9A)', 'msrp': 55100, 'invoice': 52565, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 17, 'make_id': 4, 'name': 'Enclave', 'make': {'id': 4, 'name': 'Buick'}}}"
847,847,gas,regular unleaded,I4,1.4,155,5600.0,177.0,2000.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,"{'id': 847, 'make_model_id': 154, 'year': 2022, 'name': 'Preferred', 'description': 'Preferred 4dr SUV (1.4L 4cyl Turbo 6A)', 'msrp': 24600, 'invoice': 23714, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 154, 'make_id': 4, 'name': 'Encore', 'make': {'id': 4, 'name': 'Buick'}}}"
848,848,gas,regular unleaded,I4,1.4,155,5600.0,177.0,2000.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,6-speed shiftable automatic,"{'id': 848, 'make_model_id': 154, 'year': 2022, 'name': 'Preferred', 'description': 'Preferred 4dr SUV AWD (1.4L 4cyl Turbo 6A)', 'msrp': 25220, 'invoice': 24312, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 154, 'make_id': 4, 'name': 'Encore', 'make': {'id': 4, 'name': 'Buick'}}}"
849,849,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 849, 'make_model_id': 18, 'year': 2022, 'name': 'Essence', 'description': 'Essence 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 30600, 'invoice': 29498, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
850,850,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 850, 'make_model_id': 18, 'year': 2022, 'name': 'Essence', 'description': 'Essence 4dr SUV (1.3L 3cyl Turbo CVT)', 'msrp': 29000, 'invoice': 27956, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
851,851,gas,regular unleaded,I3,1.2,137,5000.0,162.0,2500.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 851, 'make_model_id': 18, 'year': 2022, 'name': 'Select', 'description': 'Select 4dr SUV (1.2L 3cyl Turbo CVT)', 'msrp': 25800, 'invoice': 24871, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
852,852,gas,regular unleaded,I3,1.2,137,5000.0,162.0,2500.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 852, 'make_model_id': 18, 'year': 2022, 'name': 'Preferred', 'description': 'Preferred 4dr SUV (1.2L 3cyl Turbo CVT)', 'msrp': 24200, 'invoice': 23329, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
853,853,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 853, 'make_model_id': 18, 'year': 2022, 'name': 'Preferred', 'description': 'Preferred 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 26200, 'invoice': 25257, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
854,854,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 854, 'make_model_id': 18, 'year': 2022, 'name': 'Select', 'description': 'Select 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 27800, 'invoice': 26799, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 18, 'make_id': 4, 'name': 'Encore GX', 'make': {'id': 4, 'name': 'Buick'}}}"
855,855,gas,premium unleaded (recommended),I4,2.0,230,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 855, 'make_model_id': 19, 'year': 2022, 'name': 'Avenir', 'description': 'Avenir 4dr SUV AWD (2.0L 4cyl Turbo 9A)', 'msrp': 42200, 'invoice': 40259, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
856,856,gas,premium unleaded (recommended),I4,2.0,230,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 856, 'make_model_id': 19, 'year': 2022, 'name': 'Avenir', 'description': 'Avenir 4dr SUV (2.0L 4cyl Turbo 9A)', 'msrp': 40400, 'invoice': 38542, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
857,857,gas,premium unleaded (recommended),I4,2.0,230,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 857, 'make_model_id': 19, 'year': 2022, 'name': 'Preferred', 'description': 'Preferred 4dr SUV (2.0L 4cyl Turbo 9A)', 'msrp': 31800, 'invoice': 30337, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
858,858,gas,premium unleaded (recommended),I4,2.0,230,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 858, 'make_model_id': 19, 'year': 2022, 'name': 'Preferred', 'description': 'Preferred 4dr SUV AWD (2.0L 4cyl Turbo 9A)', 'msrp': 33600, 'invoice': 32054, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
859,859,gas,premium unleaded (recommended),I4,2.0,230,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 859, 'make_model_id': 19, 'year': 2022, 'name': 'Essence', 'description': 'Essence 4dr SUV AWD (2.0L 4cyl Turbo 9A)', 'msrp': 37800, 'invoice': 36061, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
860,860,gas,premium unleaded (recommended),I4,2.0,230,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 860, 'make_model_id': 19, 'year': 2022, 'name': 'Essence', 'description': 'Essence 4dr SUV (2.0L 4cyl Turbo 9A)', 'msrp': 36000, 'invoice': 34344, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 19, 'make_id': 4, 'name': 'Envision', 'make': {'id': 4, 'name': 'Buick'}}}"
861,861,gas,premium unleaded (recommended),I4,2.7,325,5500.0,380.0,2000.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,10-speed shiftable automatic,"{'id': 861, 'make_model_id': 20, 'year': 2022, 'name': 'V', 'description': 'V 4dr Sedan (2.7L 4cyl Turbo 10A)', 'msrp': 45895, 'invoice': 43600, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 20, 'make_id': 5, 'name': 'CT4', 'make': {'id': 5, 'name': 'Cadillac'}}}"
862,862,gas,premium unleaded (recommended),I4,2.0,235,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 862, 'make_model_id': 20, 'year': 2022, 'name': 'Luxury', 'description': 'Luxury 4dr Sedan (2.0L 4cyl Turbo 8A)', 'msrp': 33695, 'invoice': 32010, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 20, 'make_id': 5, 'name': 'CT4', 'make': {'id': 5, 'name': 'Cadillac'}}}"
863,863,gas,premium unleaded (recommended),I4,2.0,235,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 863, 'make_model_id': 20, 'year': 2022, 'name': 'Sport', 'description': 'Sport 4dr Sedan (2.0L 4cyl Turbo 8A)', 'msrp': 39795, 'invoice': 37805, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 20, 'make_id': 5, 'name': 'CT4', 'make': {'id': 5, 'name': 'Cadillac'}}}"
864,864,gas,premium unleaded (recommended),I4,2.0,235,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed shiftable automatic,"{'id': 864, 'make_model_id': 20, 'year': 2022, 'name': 'Premium Luxury', 'description': 'Premium Luxury 4dr Sedan (2.0L 4cyl Turbo 8A)', 'msrp': 38595, 'invoice': 36665, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 20, 'make_id': 5, 'name': 'CT4', 'make': {'id': 5, 'name': 'Cadillac'}}}"
865,865,gas,premium unleaded (required),V6,3.6,472,5850.0,445.0,3500.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual,"{'id': 865, 'make_model_id': 155, 'year': 2022, 'name': 'Base', 'description': '4dr Sedan (3.6L 6cyl Turbo 6M)', 'msrp': 58995, 'invoice': 56045, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 155, 'make_id': 5, 'name': 'CT4-V Blackwing', 'make': {'id': 5, 'name': 'Cadillac'}}}"
866,866,gas,premium unleaded (recommended),I4,2.0,235,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,10-speed shiftable automatic,"{'id': 866, 'make_model_id': 21, 'year': 2022, 'name': 'Luxury', 'description': 'Luxury 4dr Sedan (2.0L 4cyl Turbo 10A)', 'msrp': 37295, 'invoice': 35430, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 21, 'make_id': 5, 'name': 'CT5', 'make': {'id': 5, 'name': 'Cadillac'}}}"
867,867,gas,premium unleaded (recommended),I4,2.0,235,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,10-speed shiftable automatic,"{'id': 867, 'make_model_id': 21, 'year': 2022, 'name': 'Sport', 'description': 'Sport 4dr Sedan (2.0L 4cyl Turbo 10A)', 'msrp': 42995, 'invoice': 40845, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 21, 'make_id': 5, 'name': 'CT5', 'make': {'id': 5, 'name': 'Cadillac'}}}"
868,868,gas,premium unleaded (recommended),I4,2.0,235,5000.0,258.0,1500.0,16.0,Variable,Double overhead cam (DOHC),rear wheel drive,10-speed shiftable automatic,"{'id': 868, 'make_model_id': 21, 'year': 2022, 'name': 'Premium Luxury', 'description': 'Premium Luxury 4dr Sedan (2.0L 4cyl Turbo 10A)', 'msrp': 41795, 'invoice': 39705, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 21, 'make_id': 5, 'name': 'CT5', 'make': {'id': 5, 'name': 'Cadillac'}}}"
869,869,gas,premium unleaded (required),V6,3.0,360,5400.0,405.0,2350.0,24.0,Variable,Double overhead cam (DOHC),rear wheel drive,10-speed shiftable automatic,"{'id': 869, 'make_model_id': 21, 'year': 2022, 'name': 'V', 'description': 'V 4dr Sedan (3.0L 6cyl Turbo 10A)', 'msrp': 50095, 'invoice': 47590, 'created': '2022-08-30T22:20:17-04:00', 'modified': '2022-08-30T22:20:17-04:00', 'make_model': {'id': 21, 'make_id': 5, 'name': 'CT5', 'make': {'id': 5, 'name': 'Cadillac'}}}"
